Address,Suburb,Price,Bedroom,Bathroom,YearBuilt,DateSold
16 The Riverwalk,Ascot,2090000,4,3,2010,2017
16 Tidefall Street,Safety Bay,515000,4,2,NULL,2019
16 Tidewater Way,Ascot,745000,4,2,1998,2017
16 Timely Hostess Mews,Mariginiup,130000,4,2,2004,1996
16 Tiverton Street,Lynwood,420000,3,2,NULL,2018
16 Tobin Street,Mount Helena,603000,5,2,1981,2014
16 Tokay Lane,The Vines,785000,4,2,1989,2018
16 Tolbury Retreat,Kiara,520000,4,2,1994,2013
16 Tomlin Street,West Swan,220000,3,2,1981,2001
16 Tortorici Avenue,Sinagra,536000,4,2,2005,2016
16 Travers Way,Aveley,470000,4,2,2005,2019
16 Trotman Court,Brookdale,358000,3,2,2012,2014
16 Trumpeter Parade,Yanchep,525000,4,2,2003,2020
16 Tuckett Street,Carlisle,625000,4,2,2006,2017
16 Tullow Gardens,Darch,605000,3,2,2004,2016
16 Turstin Glen,Kiara,475000,4,2,1993,2017
16 Turtledove Road,Harrisdale,560000,4,2,2010,2018
16 Turton Street,Guildford,605000,3,1,1905,2014
16 Tuscany Place,Caversham,402500,4,2,NULL,2018
16 Tuttlebee Terrace,Mosman Park,1645250,3,2,NULL,2017
16 Tyneside Grove,Currambine,600000,4,3,1998,2017
16 Unnaro Street,Hillman,346000,3,1,1973,2014
16 Venn Street,Peppermint Grove,2100000,5,3,2009,2007
16 Vermont Approach,Hocking,550500,4,2,2006,2018
16 Verve Court,Marmion,1350000,4,3,2010,2017
16 Vetter Road,Clarkson,630000,4,2,2013,2019
16 Victoria Road,West Swan,850000,4,2,2003,2013
16 Viewway,Nedlands,1500000,4,2,1972,2020
16 Vilberie Close,Kiara,408500,4,2,1994,2012
16 Vista Drive,Parkerville,590000,4,2,1992,2014
16 Vista Street,Kensington,653000,3,1,1939,2018
16 Vivian Way,Boya,670000,4,2,1970,2006
16 Waldon Street,Wilson,391000,3,2,1963,2019
16 Wallawa Street,Wanneroo,309000,3,1,1973,2020
16 Wandana Grove,Currambine,605000,4,2,1998,2019
16 Wandarra Close,Karawara,625000,3,1,1977,2014
16 Wandeara Crescent,Mundaring,970000,4,2,2002,2018
16 Warner Road,High Wycombe,435000,3,1,1960,2018
16 Waterford Drive,Hillarys,580000,3,1,1988,2019
16 Waterside Crescent,Gwelup,685000,3,2,1994,2016
16 Waterside Retreat,Wilson,800000,4,2,NULL,2020
16 Watervista Close,The Vines,278000,3,2,NULL,2019
16 Watkins Loop,Tapping,395000,3,1,2008,2018
16 Watson Road,Beeliar,537000,4,2,1998,2017
16 Wattle Court,Mahogany Creek,800000,3,2,2006,2013
16 Waverley Way,Parkwood,465000,4,2,1985,2019
16 Waxflower Bend,Huntingdale,399500,4,2,2001,2016
16 Webb Street,Rossmoyne,877000,4,1,1965,2013
16 Wedgetail Court,Brookdale,296125,4,2,2010,2017
16 Welara Circle,Henley Brook,565000,4,2,2004,2013
16 Welby Crescent,High Wycombe,505000,4,2,2008,2019
16 Wenstead Place,Stratton,260000,3,1,1993,2017
16 Westerway Terrace,North Lake,700000,4,2,2001,2013
16 Westgrove Drive,Ellenbrook,355000,4,2,2004,2020
16 Weston Road,Pickering Brook,1575000,4,3,2004,2014
16 Whitechurch Mews,Port Kennedy,472500,5,2,1997,2018
16 Whitehorses Drive,Burns Beach,1085000,4,2,2008,2016
16 Whitewater Lookout,Iluka,850000,4,2,2002,2016
16 Williams Road,Melville,915000,4,2,1945,2017
16 Willis Street,Mosman Park,1240000,3,1,1925,2018
16 Wimbledon Street,Bertram,360000,4,2,2007,2018
16 Wineberry Loop,South Lake,512350,4,2,NULL,2016
16 Winifred Street,Mosman Park,910000,3,1,1960,2020
16 Winterbell Court,Churchlands,1270000,4,2,2003,2015
16 Wintergreene Drive,Bennett Springs,555000,4,2,2006,2014
16 Wirilda Way,Parkwood,465000,4,1,1976,2017
16 Wishaw Loop,Kinross,600000,4,2,2001,2018
16 Wonga Road,Noranda,592000,4,2,1980,2018
16 Woodard Road,Byford,440000,4,2,2014,2020
16 Woodland Loop,Edgewater,613000,4,2,1984,2020
16 Woodlands Way,Jandakot,695000,4,2,2000,2014
16 Woodleigh Gardens,Ballajura,413000,4,2,1993,2020
16 Wooleen Street,Golden Bay,415000,4,2,1996,2018
16 Wright Avenue,Swanbourne,1325000,4,1,1937,2016
16 Yalgoo Avenue,White Gum Valley,705000,3,2,1947,2015
16 Yallambee Way,Queens Park,479500,4,2,NULL,2016
16 Yangebup Road,Yangebup,497500,4,2,NULL,2018
16 Yewers Drive,Champion Lakes,420000,4,2,2015,2019
16/11 Altona Street,West Perth,380000,2,2,2004,2020
16/11 Choseley Place,Langford,400000,3,2,2008,2014
16/132 Clayton Street,Bellevue,340000,3,2,2008,2014
16/22 Gochean Avenue,Bentley,405000,3,2,2002,2016
16/220 Fairway Circle,Connolly,418000,3,2,NULL,2017
16/25 Canns Road,Bedfordale,450000,4,2,1994,2014
16/4 Page Road,Kelmscott,159000,2,1,1995,2020
16/41 Burgundy Lane,The Vines,329000,3,2,2001,2020
16/42 Baler Court,Hammond Park,325000,3,2,2010,2020
16/44 Harvey Street,Mosman Park,605000,3,2,1998,2019
16/5 Spyglass Grove,Connolly,540000,3,2,1994,2015
16/80 Mooro Drive,Mount Claremont,560000,2,1,1990,2016
16/9 Cottrill Street,Myaree,448000,2,1,1987,2016
160 Bambrook Street,Sawyers Valley,450000,3,1,NULL,2012
160 Caridean Street,Heathridge,425000,3,1,1985,2019
160 Carmel Road,Carmel,480000,3,1,1960,2011
160 Crimea Street,Morley,475000,5,2,1975,2020
160 Cunningham Drive,Oakford,888000,5,2,NULL,2014
160 Drummond Street,Bedford,450000,3,1,1952,2018
160 Eddystone Avenue,Craigie,445000,3,1,1978,2020
160 Egina Street,Mount Hawthorn,775000,3,1,1946,2017
160 Hensman Street,Kensington,1385000,5,2,1940,2016
160 Hill Road,Parkerville,570000,4,2,1976,2013
160 Homestead Road,Mahogany Creek,640000,4,2,NULL,2015
160 Kingsway,Darch,685000,5,2,2006,2020
160 Lawrence Street,Bedford,690000,4,2,1964,2017
160 Leworthy Loop,Karragullen,320000,4,2,2010,2006
160 Mack Court,Mahogany Creek,125000,3,2,2003,2001
160 Richardson Street,Serpentine,900000,5,2,2011,2016
160 Shady Hills View,Bullsbrook,683000,4,2,2015,2020
160 Townshend Road,Subiaco,1605000,4,3,1925,2018
160 William Street,Beckenham,400000,4,2,1970,2017
1605 Great Eastern Highway,Hovea,455000,3,1,1986,2014
161 Breeze Road,Gidgegannup,935000,3,1,1980,2020
161 Bushmead Road,Hazelmere,335000,4,2,2000,2007
161 Coogee Road,Mariginiup,1180000,4,3,2005,2012
161 Curtin Avenue,Cottesloe,1445000,5,3,1917,2017
161 Flinders Street,Mount Hawthorn,1260000,4,2,NULL,2018
161 Lefroy Street,Serpentine,745000,4,2,2007,2017
161 Moore Road,Millendon,772000,4,1,1969,2019
161 Planet Street,Carlisle,502500,3,1,1962,2020
161 Pomeroy Road,Walliston,800000,4,2,NULL,2010
161 Railway Road,Gooseberry Hill,869100,5,2,2007,2015
161 Tenth Avenue,Inglewood,1555000,5,3,1941,2017
161 Union Road,Carmel,400000,4,1,1975,2011
161 West Parade,South Guildford,575000,4,2,2010,2018
1615 Hidden Valley Road,Parkerville,950000,4,2,2010,2014
1615 Railway Terrace,Sawyers Valley,585000,4,1,1970,2014
161A Samson Street,White Gum Valley,525000,3,2,1998,2017
161A Stubbs Terrace,Daglish,1100000,3,3,2000,2014
161B Leake Street,Belmont,440000,4,2,2012,2018
162 Empire Avenue,Wembley Downs,1275000,4,2,1979,2020
162 Fendam Street,Warnbro,471000,4,2,2003,2020
162 Giles Avenue,Padbury,425000,3,1,NULL,2018
162 Gradient Way,Beldon,440000,3,1,1989,2015
162 Harrington Waters Drive,Waikiki,392000,4,2,2013,2019
162 Mullaloo Drive,Mullaloo,695000,4,3,1982,2019
162 Ridge Hill Road,Gooseberry Hill,1150000,5,2,2002,2020
162 Widgee Road,Noranda,465000,3,1,1981,2018
162 Woodvale Drive,Woodvale,540000,4,2,1994,2018
1620 Anketell Road,Mount Helena,740000,4,2,2011,2020
1625 Victoria Road,Hovea,860000,4,2,1993,2020
162A Rochdale Road,Mount Claremont,795000,3,1,1983,2018
162A Wilding Street,Doubleview,825000,4,2,2014,2020
163 Ferndale Crescent,Ferndale,570000,4,2,1977,2015
163 Forrest Street,Peppermint Grove,2000000,4,1,NULL,2013
163 Gwenyfred Road,Kensington,770000,3,1,1953,2016
163 Hamersley Road,Subiaco,1240000,3,1,NULL,2019
163 Harpenden Street,Huntingdale,445000,4,3,2006,2017
163 Ridge Hill Road,Gooseberry Hill,1250000,4,2,2000,2016
163 Safety Bay Road,Shoalwater,450000,3,1,1968,2017
163 Stock Road,Herne Hill,500000,4,2,2003,2006
163 Stubbs Terrace,Daglish,850000,2,1,1933,2009
163 Tenth Avenue,Inglewood,725000,2,1,1942,2019
163 Virgil Avenue,Yokine,865000,4,2,1961,2020
163 William Street,Herne Hill,800000,2,1,1960,2019
163 Yangebup Road,Yangebup,428000,3,1,1990,2018
163B Epsom Avenue,Redcliffe,430000,4,2,2006,2016
164 Blackadder Road,Swan View,429000,3,2,NULL,2018
164 Foreshore Drive,Singleton,690000,4,2,NULL,2018
164 Glen Iris Drive,Jandakot,680000,4,2,2007,2019
164 Hensman Street,Kensington,950000,4,2,2001,2018
164 Lakelands Drive,Gnangara,850000,3,2,1993,2006
164 Lakeside Drive,Helena Valley,750000,4,2,1995,2014
164 Leworthy Loop,Karragullen,330000,4,1,2008,2005
164 Maida Vale Road,High Wycombe,385000,4,2,2000,2019
164 Millhouse Road,Belhus,285000,5,2,1993,2002
164 Morrison Road,Midvale,277500,2,1,1955,2012
1640 Hedges Road,Hovea,175000,5,2,2009,1994
1640 Prosperity Road,Mount Helena,555000,3,2,1985,2017
1645 Clayton Road,Boya,400000,3,2,1973,2009
1645 Prosperity Road,Mount Helena,640000,3,1,1960,2016
1645 Stoneville Road,Mundaring,670000,5,2,2000,2019
164a Alice Street,Doubleview,640000,3,2,2001,2019
164A Lincoln Street,Highgate,835000,4,2,2008,2016
164A Shaftesbury Avenue,Bedford,635000,3,2,NULL,2019
165 Alexander Road,Rivervale,345000,3,1,1994,2020
165 Bennett Springs Drive,Bennett Springs,480000,4,2,2005,2015
165 Blair Road,Oakford,1300000,5,2,2010,2015
165 Carradine Road,Bedfordale,850000,4,2,NULL,2020
165 Champion Drive,Camillo,312000,3,1,1980,2017
165 Coolgardie Street,Mundaring,512500,4,1,1969,2014
165 Eddystone Avenue,Craigie,405000,4,1,1973,2017
165 Fendam Street,Warnbro,465000,3,1,1978,2019
165 Kardan Boulevard,Byford,305000,3,2,NULL,2020
165 Lake View Road,Chidlow,350000,3,1,1989,2017
165 Marri Park Drive,Casuarina,478000,4,2,2002,2003
165 Martin Road,Mundaring,680000,2,1,1910,2019
165 Masters Road,Darling Downs,820000,4,2,1990,2013
165 Moola Road,Mahogany Creek,220000,4,2,1993,1999
165 Morrell Road,Glen Forrest,460000,2,1,1999,2015
165 O'Connor Road,Mahogany Creek,772000,5,2,1991,2015
165 Sydenham Street,Rivervale,420000,3,1,2000,2019
165 William Street,Herne Hill,1150000,3,2,1989,2016
1654 Canning Road,Karragullen,1300000,3,3,2010,2013
1659 Canning Road,Karragullen,430000,3,1,1990,2018
165A Samson Street,White Gum Valley,765000,4,2,2007,2016
165A Stevens Street,White Gum Valley,835000,4,2,2000,2018
166 Blackadder Road,Swan View,374000,4,2,2011,2020
166 Brewer Road,Maida Vale,950000,4,2,1982,2015
166 Calais Road,Wembley Downs,866750,5,1,1967,2020
166 Canning Road,Kalamunda,730000,5,3,1999,2019
166 Coolgardie Avenue,Redcliffe,260000,2,1,1948,2015
166 Douglas Avenue,Kensington,690000,2,1,1947,2014
166 Empire Avenue,Wembley Downs,1070000,5,3,1978,2018
166 Kew Street,Kewdale,475000,3,1,1968,2018
166 Lesmurdie Road,Lesmurdie,750000,6,3,1966,2017
166 Orrong Road,Lathlain,487500,4,1,1954,2016
166 Paini Way,Jandabup,325000,4,2,2007,2004
166 Pinjar Road,Mariginiup,665000,4,2,1976,2013
166 River Way,Salter Point,885000,3,2,1986,2019
166B Flinders Street,Yokine,640000,4,2,2014,2018
166B Safety Bay Road,Shoalwater,450000,4,2,2014,2016
167 Broun Avenue,Morley,447000,2,1,1962,2020
167 Coode Street,Bedford,468000,3,1,1966,2017
167 Lansdowne Road,Kensington,739000,3,1,1960,2016
167 Nicholas Road,Hocking,313000,3,2,2012,2019
167 Samson Street,White Gum Valley,935000,3,1,1947,2015
167 Stanhope Road,Bickley,760000,6,3,1950,2017
167 Stubbs Terrace,Daglish,749000,3,1,1939,2011
167 Willcox Street,Chidlow,550000,4,2,NULL,2017
1675 Jacoby Street,Mundaring,1100000,6,2,2005,2020
1675 Oxley Road,Hovea,880000,4,2,1990,2019
167a Stevens Street,White Gum Valley,910000,4,2,2014,2015
168 Baltimore Parade,Merriwa,382500,4,2,2007,2016
168 Bridgewater Drive,Kallaroo,620000,3,2,1976,2016
168 Carmel Road,Carmel,580000,4,2,1975,2013
168 Gay Street,Huntingdale,485000,4,2,2001,2020
168 Honeywood Avenue,Wandi,560000,4,2,2014,2015
168 McNeill Road,Champion Lakes,1030000,4,2,NULL,2014
168 Morrison Road,Midvale,370000,3,1,1955,2014
168 Orange Valley Road,Kalamunda,610000,5,3,1974,2019
168 Sixth Avenue,Inglewood,1085000,4,1,1930,2019
168 Solomon Street,Beaconsfield,1000000,3,2,1903,2018
168 Treasure Road,Queens Park,354000,3,2,2005,2018
168 Waterhall Road,South Guildford,390000,3,2,2002,2019
168 Woodvale Drive,Woodvale,565000,4,2,1994,2020
1680 Oxley Road,Hovea,207500,4,2,1992,1997
1685 Clayton Road,Boya,545000,4,2,1972,2013
168A Alfred Road,Swanbourne,840000,2,2,1997,2017
168a Kitchener Road,Alfred Cove,720000,4,1,2000,2015
169 Crimea Street,Morley,445000,3,1,1964,2020
169 Daglish Street,Wembley,1115000,5,2,1950,2018
169 Glen Iris Drive,Jandakot,620000,4,2,1997,2019
169 Grandis Boulevard,Banksia Grove,335000,4,2,NULL,2019
169 Harpenden Street,Huntingdale,545000,4,2,2008,2016
169 Hazelmere Circus,Hazelmere,900000,3,1,1960,2017
169 Progress Drive,North Lake,620000,3,2,NULL,2020
169 Riverton Drive,Rossmoyne,1600000,4,2,1962,2013
169 Stock Road,Herne Hill,1200000,4,1,1980,2009
169 Stock Road,Palmyra,470000,2,1,1937,2020
169 Twickenham Drive,Kingsley,625000,4,2,1986,2019
1695 Jarrah Road,Stoneville,200000,4,2,1999,2016
1695 Thomas Road,Glen Forrest,1040000,4,2,1965,2016
169A Belmont Avenue,Belmont,460000,4,2,NULL,2018
169A Leach Highway,Willagee,520000,3,2,2002,2017
169A Seventh Avenue,Inglewood,766000,3,1,1920,2017
16A Beeston Crescent,Marangaroo,252500,3,1,1990,2018
16A BITTON STREET,Hamilton Hill,450000,3,2,2005,2018
16a Bridge Street,Wilson,660000,4,2,2001,2016
16A Brix Street,Wembley Downs,760000,3,2,1997,2019
16A Cabell Street,Yokine,630000,3,2,2004,2019
16A Cadd Street,Beaconsfield,935500,3,2,NULL,2016
16A Camelot Court,Thornlie,297000,3,1,1987,2018
16A Cunningham Terrace,Daglish,915000,3,1,1979,2016
16A Dalkeith Road,Nedlands,1630000,4,2,2009,2019
16A Doneraile Court,Waterford,705000,4,2,1993,2016
16A Ellement Parade,Coogee,1160000,5,3,2014,2017
16A Field Street,Beaconsfield,755000,3,2,1953,2017
16A First Avenue,Kensington,642500,3,2,1992,2015
16a Gnobar Way,Mullaloo,675000,4,2,1985,2016
16A Harpenden Street,Huntingdale,289000,3,1,1987,2018
16a Harwood Street,Hilton,650000,4,2,2013,2020
16a Instone Street,Hilton,572500,4,2,2003,2018
16A Margaret Street,Watermans Bay,1100000,3,2,NULL,2018
16A Marra Way,South Lake,406000,3,2,2005,2018
16a Musgrove Crescent,Boya,864000,3,3,1998,2016
16A Nile Place,Beechboro,330000,3,1,1985,2017
16A Petterson Avenue,Kardinya,470000,3,1,1981,2018
16A Pulo Road,Brentwood,907000,4,2,1993,2018
16a Schacht Court,Myaree,750000,4,2,2004,2014
16A Sholl Avenue,North Beach,1340000,4,2,NULL,2018
16A Sill Street,Bentley,329000,3,2,1996,2018
16A Snell Street,Maylands,527000,3,2,2014,2019
16a Tanson Street,Attadale,820000,2,1,1973,2018
16A Ventnor Avenue,Mount Pleasant,2000000,3,1,1964,2020
16A Wade Street,Joondanna,630000,4,2,2013,2016
16B Albert Street,Bellevue,267000,3,1,1970,2018
16B Balboa Promenade,Brabham,270000,2,2,NULL,2017
16B Beatrice Avenue,Shelley,610000,3,1,NULL,2016
16B Birchwood Avenue,Woodlands,1075000,4,2,2003,2018
16B Chestnut Grove,Mirrabooka,290000,3,1,1995,2017
16b French Road,Melville,965000,4,3,2014,2019
16B Gnobar Way,Mullaloo,980000,4,2,2009,2018
16b Greenock Avenue,Como,1451000,4,3,NULL,2019
16B Hartfield Crescent,Leeming,510000,3,1,1981,2019
16B Joiner Street,Melville,695000,4,2,1991,2019
16B Nurdi Way,Riverton,525000,3,1,1974,2017
16B Pether Road,Manning,722500,3,2,1993,2016
16B Pintabona Drive,Sinagra,293050,3,2,2010,2020
16B Pollard Street,Glendalough,640000,3,2,2007,2014
16B Robinson Street,Inglewood,650000,3,2,1994,2018
16C Dane Street,East Victoria Park,490500,3,2,2001,2018
17 Abbey Green Road,Banksia Grove,440000,4,2,2010,2020
17 Abercrombie Terrace,Ellenbrook,330000,4,2,2004,2019
17 Abrolhos Close,Shelley,605000,3,1,1985,2017
17 Agraulia Court,High Wycombe,480000,4,2,NULL,2020
17 Alcazar Avenue,Port Kennedy,315000,4,2,1993,2019
17 Allen Road,Forrestdale,595000,3,1,1979,2011
17 Allendale Entrance,North Lake,715000,4,2,2000,2013
17 Allenswood Road,Greenwood,562500,4,2,1974,2020
17 Allestree Road,Darlington,620000,3,1,1958,2020
17 Anderton Retreat,Murdoch,738000,4,2,1988,2012
17 Anne Avenue,Walliston,160000,2,1,1965,2002
17 Anzac Place,Rockingham,381000,4,2,1993,2019
17 Aquitania Close,Port Kennedy,320000,4,2,1995,2020
17 Ardea Way,Baldivis,400000,4,2,2006,2020
17 Ardea Way,Tapping,722000,5,3,2009,2019
17 Arkwell Way,Marmion,855000,3,2,1977,2016
17 Arley Turn,Canning Vale,693000,4,2,1999,2020
17 Armstrong Road,Wilson,650000,3,2,1973,2017
17 Arthur Road,Gooseberry Hill,630000,4,2,1968,2018
17 Arundle Avenue,Greenmount,450000,3,1,1968,2014
17 Ashfield Parade,Ashfield,905000,2,1,1962,2011
17 Astral Avenue,Carlisle,353000,2,1,1973,2017
17 Autumn Crescent,Thornlie,450000,4,2,2003,2018
17 Aveley Road,Belhus,94000,4,1,1994,1993
17 Balivanich Loop,Seville Grove,240000,5,3,2015,2016
17 Ballaruk Grove,High Wycombe,345000,4,2,1994,2018
17 Ballycastle Loop,Canning Vale,518000,4,2,2010,2020
17 Banksia Court,Bullsbrook,337500,4,2,1994,2019
17 Barang Circuit,Karawara,745000,4,2,NULL,2010
17 Barbigal Place,Lesmurdie,560000,5,2,1975,2016
17 Barcelona Terrace,Hocking,515000,4,2,2007,2019
17 Bardeen Pass,Carramar,620000,4,2,2007,2017
17 Barney Street,Mount Hawthorn,650000,3,2,2002,2020
17 Barridale Drive,Kingsley,635000,4,2,1980,2020
17 Barrington Avenue,Champion Lakes,520000,4,2,2010,2013
17 Baton Rouge Drive,Mindarie,1130000,4,1,2006,2020
17 Beach Road,Coogee,707000,3,2,1985,2019
17 Beach Road,Marmion,1505000,3,4,2014,2015
17 Beachton Street,North Beach,1200000,4,2,1952,2020
17 Beenan Elbow,South Guildford,455000,4,2,NULL,2017
17 Beenong Street,Wanneroo,391000,3,2,1977,2018
17 Belinda Avenue,Cloverdale,385000,3,1,1970,2020
17 Bellevue Terrace,Swanbourne,1425000,4,2,1986,2017
17 Belmont Road,Kenwick,870000,4,1,1960,2015
17 Belvoir Crescent,Orelia,405000,4,2,1999,2019
17 Bentall Way,The Vines,756000,4,1,2014,2018
17 Bentham Turn,Banksia Grove,309000,3,2,2010,2020
17 Benton Way,Warwick,521500,3,1,1972,2018
17 Berigora Avenue,Tapping,515000,4,2,2006,2018
17 Bernier Close,Waikiki,255000,3,1,1996,2019
17 Bertie Street,Guildford,595000,3,1,1940,2016
17 Beukers Way,Piara Waters,630000,4,2,2013,2018
17 Bibbulmun Entrance,Sinagra,225000,4,2,NULL,2014
17 Bilya Avenue,Mardella,665000,4,2,2003,2006
17 Bilya Gardens,Leda,290000,3,1,1995,2015
17 Birrigon Loop,Swanbourne,1995000,4,3,2009,2014
17 Birt Court,High Wycombe,530000,4,2,1987,2020
17 Bittern Close,Maida Vale,675000,5,2,2003,2018
17 BLACKBOY ROAD,Greenmount,530000,4,2,1989,2015
17 Blairgowie Heights,Kinross,555000,4,2,NULL,2019
17 Blossom Chase,Aubin Grove,625000,4,2,NULL,2019
17 Blue Fin Drive,Golden Bay,400000,4,2,1997,2017
17 Bluebeech Way,Piara Waters,645000,3,3,2009,2020
17 Bodrum Crescent,Mindarie,647500,4,2,2005,2018
17 Bonannella Entrance,Sinagra,550000,4,2,2005,2015
17 Bonaparte Drive,Secret Harbour,435000,4,2,2007,2018
17 Bonington Parkway,Ashby,551000,4,2,NULL,2015
17 Boronia Crescent,City Beach,1360000,3,1,1950,2016
17 Boston Way,Booragoon,1450000,4,2,1969,2017
17 Bourke View,Jane Brook,567000,4,2,2000,2020
17 Boya Crescent,Boya,576000,3,2,1935,2011
17 Bradbourne Drive,Carine,870000,4,2,1985,2019
17 Breaksea Drive,North Coogee,1140000,4,2,NULL,2020
17 Brearley Mews,Hillarys,925000,4,2,1993,2019
17 Bridges Rise,Kiara,445000,4,2,1998,2009
17 Brightlands Circuit,Carramar,440000,3,2,2004,2018
17 Bristow Street,Haynes,154000,3,2,2015,2013
17 Brockwell Place,Hillarys,1075000,4,2,1990,2019
17 Broome Street,Cottesloe,2000000,4,3,2004,2018
17 Brown Road,Attadale,1200000,4,2,1998,2016
17 Brut Lane,The Vines,575000,4,2,1998,2018
17 Bryah Place,Ballajura,410000,4,2,1993,2020
17 Bullock Court,Huntingdale,399500,4,2,1998,2018
17 Bunderra Close,Karawara,515000,3,2,1986,2009
17 Burroughs Road,Karrinyup,918000,5,3,1968,2020
17 Burton Street,Bentley,395000,4,2,1995,2019
17 Bushey Road,Wembley Downs,1142500,3,1,1993,2019
17 Cador Court,Carine,752500,4,2,1978,2017
17 Callaghan Way,Noranda,600000,4,2,1978,2019
17 Callistemon Approach,Atwell,670000,4,3,2003,2020
17 Caloria Chase,Caversham,540000,4,2,2014,2016
17 Camarillo Street,The Vines,310000,4,2,NULL,2017
17 Camborne Parkway,Butler,467000,4,2,NULL,2020
17 Camfield Loop,Parmelia,353000,4,2,1994,2016
17 Campion Crescent,Attadale,1480000,6,4,1974,2017
17 Campsbourne Street,Balcatta,515000,3,1,1969,2018
17 Canopy Court,Banksia Grove,320000,4,2,1996,2020
17 Carawatha Avenue,Mount Nasura,360000,3,1,1971,2014
17 Carman Way,Bassendean,547000,4,2,1980,2019
17 Carmick Way,Ferndale,420000,3,1,1983,2016
17 Carnarvon Crescent,Coolbinia,1055000,4,2,1952,2019
17 Carnock Way,Kinross,529000,4,2,1994,2017
17 Casitas Street,Champion Lakes,190000,3,1,2013,2012
17 Cassidae Terrace,Karrinyup,1000000,3,2,2006,2018
17 Cassino Drive,Stirling,1185000,4,2,NULL,2020
17 Castagno Approach,Ashby,440000,4,2,2004,2019
17 Castle Peak Vista,Merriwa,355000,4,2,2004,2016
17 Castle Road,Woodlands,1440000,4,3,1974,2017
17 Castlebar Way,Darch,665000,4,2,2007,2019
17 Cathedral Link,Aubin Grove,700000,4,2,2005,2017
17 Cavender Street,Singleton,329000,3,1,1975,2020
17 Cessna Drive,Jandakot,550000,5,2,1997,2014
17 Chadwick Parade,Brookdale,243500,3,1,1995,2016
17 Champlin Way,Ferndale,560000,4,2,1979,2016
17 Chandela Loop,Currambine,587000,3,2,2006,2017
17 Charnwood Street,Morley,420000,2,1,NULL,2020
17 Chester Street,Subiaco,1820000,5,3,1925,2020
17 Chittawarra Court,Glen Forrest,615000,5,2,1991,2016
17 Christchurch Boulevard,Canning Vale,600000,4,2,2005,2019
17 Citrus Loop,South Lake,362000,4,2,1997,2017
17 Clint Way,Calista,225000,2,1,1953,2011
17 Clyde Road,Menora,1600000,4,2,1945,2010
17 Coast Road,West Swan,1300000,5,2,1994,2014
17 Coleman Crescent,Melville,605000,3,1,1995,2018
17 Coleridge Place,North Lake,525000,3,1,1987,2011
17 Colorino Avenue,Caversham,672000,4,2,2010,2016
17 Coneflower Corner,Churchlands,865000,3,2,2014,2015
17 Congdon Way,Booragoon,900000,4,2,1980,2017
17 Conigrave Road,Yangebup,355000,3,1,NULL,2018
17 Connell Way,Girrawheen,269000,3,1,1975,2020
17 Conquest Court,Thornlie,500000,4,2,1988,2018
17 Contacio Cove,Trigg,1435000,5,3,2006,2014
17 Coomoora Road,Mount Pleasant,625000,3,2,1994,2019
17 Coral Vine Loop,Jarrahdale,320000,4,1,2010,2009
17 Corry Street,East Cannington,455000,4,2,1992,2019
17 Cosmia Grove,Jindalee,350000,3,2,NULL,2017
17 Council Road,Mundaring,595000,5,2,1979,2018
17 CRAIGHALL TURN,Madeley,730000,4,2,2006,2016
17 Croft Street,Gosnells,299000,3,1,1999,2020
17 Crown Terrace,Coogee,675000,3,1,2016,2015
17 Cupello Drive,Swan View,670000,4,2,1999,2020
17 Daintree Court,Merriwa,455000,4,2,1994,2015
17 Dakota Avenue,Maylands,707500,3,1,1999,2019
17 Dale Drive,Gooseberry Hill,860000,4,2,1990,2014
17 Daleview Close,Glen Forrest,605000,4,2,1982,2014
17 Dalkey Way,Darch,665000,5,2,2007,2016
17 DALMENY LINK,Burns Beach,760000,5,3,2009,2018
17 Dart Court,Warwick,422600,5,2,1973,2018
17 David Street,Mullaloo,750000,4,2,1989,2016
17 Daytona Drive,Iluka,860000,4,2,2007,2018
17 Deerina Green,Alexander Heights,407500,4,2,NULL,2019
17 Denison Turn,Ridgewood,400000,4,2,2006,2015
17 Devon Street,Woodbridge,400000,2,1,1925,2011
17 Deyoung Road,Craigie,495000,3,1,1981,2017
17 Dianella Link,Sinagra,499990,4,2,2011,2018
17 Dolan Way,Lockridge,490000,3,2,1989,2015
17 Dolomite Road,Carine,920000,5,2,1985,2017
17 Donnington Road,Balcatta,675000,3,1,1964,2018
17 Dorchester Avenue,Warwick,537200,3,1,NULL,2016
17 Dorrigo Gardens,Jane Brook,530000,4,2,2002,2015
17 Downy Green,Mirrabooka,399000,3,1,1986,2015
17 Driftwood Rise,Quinns Rocks,500000,4,2,NULL,2020
17 Duncan Place,Mahogany Creek,640000,4,2,1989,2013
17 Duncombe Grove,Quinns Rocks,295000,3,1,1996,2018
17 Dunford Street,Willagee,425000,2,1,1953,2018
17 Dunlowe Loop,Warnbro,350000,4,2,1998,2020
17 Dunster Way,Orelia,378000,3,2,2008,2017
17 Durack Crescent,Gosnells,230000,3,1,1982,2019
17 Eastleigh Loop,Currambine,420000,4,2,1995,2017
17 Eastwood Way,Hamersley,510000,3,1,1973,2016
17 Eddington Road,Warwick,670000,4,2,2002,2014
17 Eddy Close,Leda,317500,3,1,1990,2014
17 Edmonds Cove,Safety Bay,475000,4,2,1996,2019
17 Edwards Entrance,Stratton,360000,3,1,1993,2014
17 Ellersdale Avenue,Warwick,570000,4,2,1971,2015
