Address,Suburb,Price,Bedroom,Bathroom,YearBuilt,DateSold
33A Scott Gr,Glen Iris,1710000,3,1,,18/03/2017
23 Somerset Rd,Glen Iris,1770000,3,1,,18/03/2017
10 Yeovil Rd,Glen Iris,1765000,3,1,,18/03/2017
2/21 Belmont Av N,Glen Iris,545000,,,,18/06/2016
5/138 Milton Pde,Glen Iris,511000,2,1,,18/06/2016
14 Rosedale Rd,Glen Iris,2000000,2,1,,18/06/2016
17 Rosedale Rd,Glen Iris,1600000,2,2,1950,18/06/2016
20 Ruskin Rd,Glen Iris,1880000,3,2,1920,18/06/2016
3 Florence St,Glen Iris,2352500,5,3,1930,19/11/2016
23 Flowerdale Rd,Glen Iris,3860000,5,4,2009,19/11/2016
31 Gardiner Pde,Glen Iris,2625000,4,3,1930,19/11/2016
5/1679 Malvern Rd,Glen Iris,856500,2,1,1960,19/11/2016
32/1495 Malvern Rd,Glen Iris,652000,,,,22/05/2016
2b York Rd,Glen Iris,1650000,5,2,,22/05/2016
1/58 Edgar St N,Glen Iris,600000,2,1,,22/08/2016
2/13 Estella St,Glen Iris,690000,2,1,,24/09/2016
7 Hope St,Glen Iris,1200000,3,2,,24/09/2016
15 Howitt St,Glen Iris,3010000,3,3,1910,24/09/2016
3/32 Iris Rd,Glen Iris,785000,2,1,,24/09/2016
98 Bath Rd,Glen Iris,1950000,4,2,1960,25/02/2017
28 Ferndale Rd,Glen Iris,2200000,3,1,1930,25/02/2017
32 Howie St,Glen Iris,1751000,3,1,1930,25/02/2017
22 Kyarra Rd,Glen Iris,1857000,4,2,1930,25/02/2017
14/1737 Malvern Rd,Glen Iris,375000,1,1,,25/02/2017
4/15 Rix St,Glen Iris,720000,2,1,1940,25/02/2017
8 Rix St,Glen Iris,1500000,3,1,1935,25/02/2017
78 Valley Pde,Glen Iris,2725000,4,3,2007,25/02/2017
8 Hadley Ct,Glen Iris,1723000,2,1,,26/07/2016
2/7 Maitland St,Glen Iris,529500,2,1,,26/07/2016
1687 Malvern Rd,Glen Iris,2800000,3,1,1930,26/07/2016
21 Beatrice St,Glen Iris,1665000,3,1,1941,27/06/2016
8/251 Burke Rd,Glen Iris,600000,2,1,1960,27/06/2016
60 Madeline St,Glen Iris,1420000,3,1,1940,27/06/2016
1D Belmont Av,Glen Iris,1275000,,,,27/11/2016
44A Beryl St,Glen Iris,1550000,3,2,,27/11/2016
3/1526 High St,Glen Iris,420000,1,1,2011,27/11/2016
53 Madeline St,Glen Iris,1920000,4,2,,27/11/2016
21 Park Rd,Glen Iris,2100000,5,3,1989,27/11/2016
14 Queens Pde,Glen Iris,2410000,5,2,2015,27/11/2016
30 Valley Pde,Glen Iris,2100000,4,2,1930,27/11/2016
15 Yeovil Rd,Glen Iris,2950000,4,2,1966,27/11/2016
4/68 Edgar St N,Glen Iris,390000,2,1,,28/05/2016
3 Fairview Gr,Glen Iris,3365000,5,2,1925,28/05/2016
1 Rosedale Rd,Glen Iris,1390000,3,2,,28/05/2016
59 Staughton Rd,Glen Iris,1802000,4,3,1980,28/05/2016
8 Barbara Av,Glen Iris,1950000,,,,28/08/2016
2 Bell St,Glen Iris,1310000,3,1,,28/08/2016
24 Brandon St,Glen Iris,1931000,3,2,1975,28/08/2016
13 Penrhyn Av,Glen Iris,1528800,,,,28/08/2016
45 Rosedale Rd,Glen Iris,2000000,3,2,,28/08/2016
318 Tooronga Rd,Glen Iris,1250000,2,1,1910,28/08/2016
35 Adrian St,Glen Iris,2400000,5,3,1930,30/07/2016
8/13 Glenvale Rd,Glen Iris,460000,2,1,,30/07/2016
5 Penrhyn Av,Glen Iris,1541000,,,,30/07/2016
2/13 Becket St S,Glenroy,585000,,,,3/09/2016
89 John St,Glenroy,610000,3,1,1960,3/09/2016
1/83 Maude Av,Glenroy,480000,,,,3/09/2016
18 Pengana Av,Glenroy,681500,,,,3/09/2016
52 Tarana Av,Glenroy,640000,,,,3/09/2016
11 Valley Cr,Glenroy,712000,,,,3/09/2016
55 Daley St,Glenroy,610000,3,1,1960,3/12/2016
2/74 Daley St,Glenroy,555000,3,2,,3/12/2016
62 Farview St,Glenroy,500000,3,1,,3/12/2016
82 Melbourne Av,Glenroy,800000,,,,3/12/2016
39 Morley St,Glenroy,806500,3,1,1965,3/12/2016
23 Wheatsheaf Rd,Glenroy,1150000,5,3,,3/12/2016
13 Acacia St,Glenroy,850000,5,3,,4/03/2017
3/45 Isla Av,Glenroy,565000,,,,4/03/2017
21 Langton St,Glenroy,758000,,,,4/03/2017
66 Langton St,Glenroy,590000,,,,4/03/2017
2 Roy St,Glenroy,550000,4,2,2017,4/03/2017
42 Sadie St,Glenroy,822000,3,1,1950,4/03/2017
15 Stanley St,Glenroy,980000,3,2,1950,4/03/2017
15 Valley Cr,Glenroy,625000,,,,4/03/2017
28 Centre Wy,Glenroy,645150,,,,4/06/2016
20 Leonard Av,Glenroy,607000,,,,4/06/2016
123 Glenroy Rd,Glenroy,670000,3,1,,6/08/2016
3/27 Harold St,Glenroy,430000,2,1,2010,6/08/2016
45 Stanley St,Glenroy,852500,2,1,,6/08/2016
46 Stanley St,Glenroy,1025000,4,2,,6/08/2016
1c Barwon St,Glenroy,540000,2,1,2010,7/05/2016
1/23 Gordon Ct,Glenroy,500000,,,,7/05/2016
23 Tarana Av,Glenroy,625000,,,,7/05/2016
13 Cherwell Av,Glenroy,665000,,,,7/11/2016
79 Glen St,Glenroy,530000,2,1,,7/11/2016
11 Caldwell St,Glenroy,721000,3,1,1976,8/10/2016
1 Gordon Ct,Glenroy,737000,3,1,1950,8/10/2016
134 John St,Glenroy,575500,3,1,,8/10/2016
4 Lyons St,Glenroy,600000,3,1,,8/10/2016
24a Morell St,Glenroy,460000,3,2,1950,8/10/2016
1/919 Pascoe Vale Rd,Glenroy,370000,3,2,2003,8/10/2016
6 Cosmos St,Glenroy,691000,3,1,,10/09/2016
62 Everard St,Glenroy,500000,3,1,,10/09/2016
108 Loongana Av,Glenroy,485000,,,,10/09/2016
3/95 Loongana Av,Glenroy,402000,,,,10/09/2016
3/67 Morell St,Glenroy,541000,,,,10/09/2016
3/28 Stanley St,Glenroy,545000,3,2,2014,10/09/2016
2/8 Becket St S,Glenroy,455000,,,,10/12/2016
30 Bourchier St,Glenroy,670000,3,1,1960,10/12/2016
44 Daley St,Glenroy,572000,3,1,,10/12/2016
6 Dromana St,Glenroy,702000,4,1,1956,10/12/2016
137 Glenroy Rd,Glenroy,730000,2,1,1950,10/12/2016
1/19 Lytton St,Glenroy,449000,,,,10/12/2016
116 Melbourne Av,Glenroy,680000,,,,10/12/2016
2/49 Melbourne Av,Glenroy,410000,,,,10/12/2016
24 Trevannion St,Glenroy,711500,3,1,1950,10/12/2016
1 Tudor St,Glenroy,820000,3,2,,10/12/2016
45 Cosmos St,Glenroy,810000,5,4,1950,11/03/2017
116b Hilton St,Glenroy,580000,,,,11/03/2017
41 Isla Av,Glenroy,438000,,,,12/06/2016
9/11 Currajong St,Glenroy,250000,2,1,1970,12/11/2016
1/1 Danae St,Glenroy,460000,3,1,1970,12/11/2016
19 Justin Av,Glenroy,835000,,,,12/11/2016
2/67 Morell St,Glenroy,550000,,,,12/11/2016
24 Sadie St,Glenroy,793000,3,1,1960,12/11/2016
7/89 Station Rd,Glenroy,340000,2,1,1970,12/11/2016
57 View St,Glenroy,596000,3,1,,12/11/2016
1/61 Loongana Av,Glenroy,642000,,,,14/05/2016
39 Melbourne Av,Glenroy,670000,,,,14/05/2016
16 Valley Cr,Glenroy,525000,,,,14/05/2016
149 Augustine Tce,Glenroy,447500,3,1,2000,15/10/2016
45 Fran St,Glenroy,588000,3,1,1960,15/10/2016
7 Isla Av,Glenroy,695000,,,,15/10/2016
1/25 Morell St,Glenroy,420000,3,1,1960,15/10/2016
2/22 Sadie St,Glenroy,410000,2,1,2000,15/10/2016
44 Widford St,Glenroy,688000,3,1,,15/10/2016
57 Widford St,Glenroy,612500,3,2,,15/10/2016
20 Tarana Av,Glenroy,545000,,,,16/04/2016
64 Valley Cr,Glenroy,570000,,,,16/04/2016
40 View St,Glenroy,525000,3,1,1950,16/04/2016
2/14 Langton St,Glenroy,397500,,,,16/07/2016
10 Anselm Gr,Glenroy,703000,3,1,1960,17/09/2016
1/112 Cardinal Rd,Glenroy,608000,3,2,2014,17/09/2016
55 Fran St,Glenroy,705000,5,3,1970,17/09/2016
9a Kennedy St,Glenroy,677000,,,,17/09/2016
6/2 Murrell St,Glenroy,320500,2,1,,17/09/2016
21A Cosmos St,Glenroy,577000,3,1,,18/03/2017
97 Loongana Av,Glenroy,920000,,,,18/03/2017
4/788 Pascoe Vale Rd,Glenroy,450000,,,,18/03/2017
14/854 Pascoe Vale Rd,Glenroy,230000,2,1,,18/03/2017
2/36 Prospect St,Glenroy,607000,4,3,2014,18/03/2017
139 John St,Glenroy,765500,3,2,1970,18/06/2016
1/12 Maude Av,Glenroy,450000,,,,18/06/2016
29 Melbourne Av,Glenroy,807000,,,,18/06/2016
1/40 Morley St,Glenroy,530000,,,,18/06/2016
23 Palana St,Glenroy,565000,,,,18/06/2016
2/709 Pascoe Vale Rd,Glenroy,470000,3,1,2014,18/06/2016
1/2 Prospect St,Glenroy,482500,3,1,1995,18/06/2016
1a Stella St,Glenroy,482500,,,,18/06/2016
108 Valley Cr,Glenroy,600000,,,,18/06/2016
48 Everard St,Glenroy,580000,3,1,1960,19/11/2016
1/28 Gladstone Pde,Glenroy,550000,,,,19/11/2016
3/4 Murrell St,Glenroy,434500,2,1,1975,19/11/2016
1/38 Stanley St,Glenroy,620250,2,1,2012,19/11/2016
1/80 Tarana Av,Glenroy,480000,,,,19/11/2016
128 Widford St,Glenroy,710000,3,1,1960,19/11/2016
54 Cromwell St,Glenroy,630000,3,1,1960,22/05/2016
37 Farview St,Glenroy,420000,2,1,,22/05/2016
10a Melbourne Av,Glenroy,486500,,,,22/05/2016
106 Outlook Dr,Glenroy,600000,3,1,1968,22/05/2016
30 Valley Cr,Glenroy,502500,,,,22/05/2016
1/7 Harold St,Glenroy,550000,3,2,2010,22/08/2016
2/27 Morley St,Glenroy,460000,3,2,,22/08/2016
55 Paget Av,Glenroy,582000,,,,22/08/2016
46 Moonee Bvd,Glenroy,600000,4,1,1968,23/04/2016
3/42 Pecham St,Glenroy,400000,,,,23/04/2016
47 Cardinal Rd,Glenroy,1217500,4,3,2014,24/09/2016
135 Hilton St,Glenroy,600000,3,1,1960,24/09/2016
3/19 Isla Av,Glenroy,470000,,,,24/09/2016
34 Melbourne Av,Glenroy,452000,,,,24/09/2016
29 Moonee Bvd,Glenroy,570000,3,2,1975,24/09/2016
46 Sadie St,Glenroy,655000,4,1,,24/09/2016
83 Beatty Av,Glenroy,645000,,,,25/02/2017
118 Bindi St,Glenroy,500000,3,1,,25/02/2017
65 Farview St,Glenroy,762700,3,1,1960,25/02/2017
3/27 Gladstone Pde,Glenroy,465000,2,1,2012,25/02/2017
52 Glenroy Rd,Glenroy,741250,2,1,1955,25/02/2017
4/36 Acacia St,Glenroy,488500,2,2,,27/06/2016
44 Everard St,Glenroy,787500,4,2,,27/06/2016
1/47 Lytton St,Glenroy,442000,3,1,,27/06/2016
109 Paget Av,Glenroy,500000,,,,27/06/2016
6 Pengana Av,Glenroy,1035000,,,,27/06/2016
1/15 Acacia St,Glenroy,484852,,,,27/11/2016
107 Glenroy Rd,Glenroy,1000000,4,2,1935,27/11/2016
4 Glenroy Rd,Glenroy,726335,2,1,,27/11/2016
165 Hilton St,Glenroy,630000,4,2,1950,27/11/2016
10 Justin Av,Glenroy,685000,,,,27/11/2016
57 Maude Av,Glenroy,410000,,,,27/11/2016
72 Pecham St,Glenroy,670000,3,1,1950,27/11/2016
3/48 William St,Glenroy,417000,2,1,2013,27/11/2016
1/26 York St,Glenroy,600000,3,1,2001,27/11/2016
33 Maude Av,Glenroy,640000,,,,28/05/2016
3/132 Widford St,Glenroy,440000,3,2,2010,28/05/2016
14 William St,Glenroy,501000,3,1,,28/05/2016
23 Cromwell St,Glenroy,660000,3,1,1950,28/08/2016
47 Justin Av,Glenroy,675000,,,,28/08/2016
35 Paget Av,Glenroy,600000,,,,28/08/2016
87 Plumpton Av,Glenroy,607000,,,,28/08/2016
1/97 Plumpton Av,Glenroy,382000,,,,28/08/2016
16 York St,Glenroy,722000,3,1,,28/08/2016
2/4 Ash Ct,Glenroy,270000,2,1,2000,30/07/2016
44 Morley St,Glenroy,825000,4,2,1970,30/07/2016
34 Ridgeway Av,Glenroy,615000,,,,30/07/2016
33 View St,Glenroy,638000,4,2,2005,30/07/2016
1 Gowanbrae Dr,Gowanbrae,631000,3,2,2001,3/09/2016
31 Seggan Cir,Gowanbrae,532000,3,2,2005,3/09/2016
12 Bluebell Cr,Gowanbrae,791000,,,,4/03/2017
13 Seggan Cir,Gowanbrae,500000,3,2,,4/03/2017
41 Balerno Cir,Gowanbrae,504000,3,2,2004,6/08/2016
39 Balerno Cir,Gowanbrae,468000,3,2,2000,7/05/2016
1/2 Lanark Wy,Gowanbrae,550000,,,,10/12/2016
2 Mirrim Pl,Gowanbrae,802500,4,2,2005,12/11/2016
8 Perth Ct,Gowanbrae,709000,4,2,2007,14/05/2016
3 Gowanbrae Dr,Gowanbrae,700000,3,2,,16/04/2016
42 Seggan Cir,Gowanbrae,485000,3,2,2004,16/04/2016
41 Marigold Cr,Gowanbrae,690000,,,,18/03/2017
6 Birk Ct,Gowanbrae,540000,3,2,2008,19/11/2016
1 Bluebell Cr,Gowanbrae,600000,,,,22/08/2016
24 Balerno Cir,Gowanbrae,390000,3,2,2005,23/04/2016
49 Rutherglen Cr,Gowanbrae,626000,,,,25/02/2017
134 Marigold Cr,Gowanbrae,660000,,,,26/07/2016
18 Primula Bvd,Gowanbrae,800000,4,2,2000,26/07/2016
14 Birk Ct,Gowanbrae,525000,3,2,,27/06/2016
8 Perth Ct,Gowanbrae,740000,4,2,2007,27/06/2016
45 Marigold Cr,Gowanbrae,880000,,,,28/05/2016
20 Bedford St,Hadfield,605000,3,1,1960,3/09/2016
1/1 Lockley St,Hadfield,570000,,,,3/09/2016
29 Sutherland St,Hadfield,685500,3,1,1970,3/09/2016
2 Knole St,Hadfield,610000,2,1,1950,3/12/2016
8 Sherwood St,Hadfield,630000,3,1,1970,3/12/2016
4 Surrey St,Hadfield,870000,4,3,2010,3/12/2016
26 South St,Hadfield,810000,3,2,1950,4/03/2017
70 West St,Hadfield,840000,3,1,,4/03/2017
16 Bedford St,Hadfield,585000,5,2,,4/06/2016
41 Davies St,Hadfield,772500,3,2,1983,4/06/2016
21a Edgar St,Hadfield,465000,3,1,2005,4/06/2016
2/32 David St,Hadfield,581000,,,,7/05/2016
1/11 Talbot St,Hadfield,570000,,,,7/11/2016
10 Volga St,Hadfield,719000,3,1,1980,8/10/2016
2/3 Surrey St,Hadfield,487000,2,1,2010,10/09/2016
115 West St,Hadfield,700000,2,2,1950,10/09/2016
148 West St,Hadfield,600500,4,2,1970,10/09/2016
27 Middle St,Hadfield,730000,3,1,1970,10/12/2016
75 West St,Hadfield,800000,3,2,1960,10/12/2016
25 Francis St,Hadfield,918000,4,2,,11/02/2017
24 South St,Hadfield,750000,3,2,2011,12/06/2016
40 Angus St,Hadfield,740000,3,1,1960,12/11/2016
72 Middle St,Hadfield,721000,3,1,1960,12/11/2016
9 South St,Hadfield,646000,3,1,1970,12/11/2016
1/32 Sutherland St,Hadfield,545000,3,2,2000,12/11/2016
4 Thames St,Hadfield,770000,3,1,,12/11/2016
1 Barunah St,Hadfield,777000,3,1,1960,13/08/2016
25 Larlac St,Hadfield,634000,,,,13/08/2016
101 Middle St,Hadfield,722000,3,3,1950,13/08/2016
23 Surrey St,Hadfield,545000,2,1,1960,14/05/2016
3/99 East St,Hadfield,405000,,,,15/10/2016
15 Lawrence St,Hadfield,660000,,,,15/10/2016
1/22 Volga St,Hadfield,510000,3,2,2012,16/04/2016
11 Dickinson St,Hadfield,542500,2,1,1960,17/09/2016
24 Talbot St,Hadfield,631500,4,1,1965,18/06/2016
24A South St,Hadfield,750074,4,2,,19/11/2016
35 Angus St,Hadfield,591000,3,1,,22/05/2016
19 Barbara St,Hadfield,550000,3,1,1960,22/05/2016
100 South St,Hadfield,330000,2,1,1970,22/05/2016
13 Gish Ct,Hadfield,800000,5,2,,23/04/2016
42 West St,Hadfield,725000,3,2,,24/09/2016
28 Gish Ct,Hadfield,815000,4,2,1950,25/02/2017
92 West St,Hadfield,715888,2,1,1960,25/02/2017
119 Middle St,Hadfield,650000,4,1,,26/07/2016
2/22 Volga St,Hadfield,468000,2,1,2012,26/07/2016
2/91 East St,Hadfield,480000,,,,27/06/2016
3 Charles St,Hadfield,1102000,3,1,,27/11/2016
25 East St,Hadfield,515000,2,1,1990,27/11/2016
14 Sutherland St,Hadfield,716000,3,1,,27/11/2016
38 Tassell St,Hadfield,640000,2,1,,27/11/2016
21 Volga St,Hadfield,460000,2,1,,27/11/2016
1/30 Grenville St,Hampton,895000,2,1,1975,3/09/2016
6/334 Hampton St,Hampton,587000,2,1,1975,3/09/2016
38 Myrtle Rd,Hampton,2800000,3,3,2015,3/09/2016
3/31 Thomas St,Hampton,720000,2,1,,3/09/2016
36 Thomas St,Hampton,3250000,4,3,1904,3/09/2016
27 David St,Hampton,1871000,,,,3/12/2016
6 Earlsfield Rd,Hampton,2140000,4,2,1925,3/12/2016
3 Kendall St,Hampton,1600000,4,2,2011,3/12/2016
108 Orlando St,Hampton,2200000,3,2,,3/12/2016
24A Smith St,Hampton,1003500,3,1,1998,3/12/2016
8/121 Thomas St,Hampton,802000,2,1,1965,3/12/2016
25 Thomas St,Hampton,1500000,4,1,,3/12/2016
78 Thomas St,Hampton,1686500,4,2,,3/12/2016
2/524 Bluff Rd,Hampton,1400000,5,2,,4/03/2017
8 Bronte Ct,Hampton,1560000,3,1,1955,4/03/2017
9/36 Crisp St,Hampton,665000,,,,4/03/2017
1/88 Fewster Rd,Hampton,680000,2,1,,4/03/2017
37b Retreat Rd,Hampton,2020000,,,,4/03/2017
35 Teddington Rd,Hampton,1715000,3,1,,4/03/2017
6b Poole Av,Hampton,1610000,,,,4/06/2016
1a Walker Av,Hampton,1750000,,,,4/06/2016
3/46 Fewster Rd,Hampton,760000,2,1,1985,6/08/2016
5/440 Hampton St,Hampton,616000,2,1,2005,6/08/2016
131 Linacre Rd,Hampton,1680000,4,1,1955,6/08/2016
139 Linacre Rd,Hampton,2520000,5,4,1960,6/08/2016
72b David St,Hampton,890000,1,2,,7/05/2016
66a Thomas St,Hampton,1120000,4,2,1984,7/05/2016
5 Lagnicourt St,Hampton,1530000,,,,7/11/2016
4 Bendigo St,Hampton,3200000,4,3,1920,10/09/2016
43 Fewster Rd,Hampton,1250000,4,3,2014,10/09/2016
30 Holyrood St,Hampton,2420000,3,3,,10/09/2016
54 Linacre Rd,Hampton,2000000,4,3,1925,10/09/2016
22 Margarita St,Hampton,2880000,4,3,,10/09/2016
42 Myrtle Rd,Hampton,1805000,4,2,1950,10/09/2016
9 Banks Av,Hampton,1725000,,,,10/12/2016
50 Earlsfield Rd,Hampton,1460000,4,2,,10/12/2016
78A Highett Rd,Hampton,1700000,,,,10/12/2016
14 James Cr,Hampton,905000,,,,10/12/2016
73 Linacre Rd,Hampton,1403000,3,1,,10/12/2016
70 Teddington Rd,Hampton,1682000,3,1,,10/12/2016
344 Hampton St,Hampton,1875000,4,2,,11/02/2017
310 Hampton St,Hampton,2600000,3,1,1900,12/06/2016
27/78 Holyrood St,Hampton,685000,2,1,,12/06/2016
18 Kingston St,Hampton,2400000,4,2,,12/11/2016
65 Linacre Rd,Hampton,3470000,5,3,2008,12/11/2016
118 Ludstone St,Hampton,1615000,2,1,1934,12/11/2016
29 Olive St,Hampton,1450000,4,2,,12/11/2016
3/13 Foam St,Hampton,786000,2,1,1970,13/08/2016
3/308 Hampton St,Hampton,742000,2,3,,14/05/2016
9/11 Railway Cr,Hampton,730000,,,,14/05/2016
7 Austin Rd,Hampton,1050000,3,2,1970,15/10/2016
63 Beach Rd,Hampton,1690000,2,1,,15/10/2016
3/1 Edinburgh St,Hampton,810000,3,1,1960,15/10/2016
1/33 Holyrood St,Hampton,1460000,3,2,1970,15/10/2016
26 Teddington Rd,Hampton,1620000,3,1,,15/10/2016
39 Thorburn St,Hampton,910000,,,,15/10/2016
2b Carolyn St,Hampton,1420000,3,2,2012,16/07/2016
12 Foam St,Hampton,2400000,4,2,1935,17/09/2016
29 Thomas St,Hampton,3075000,3,2,1901,17/09/2016
1/3 Alicia St,Hampton,1450000,,,,18/03/2017
75 Crisp St,Hampton,3201000,5,3,1935,18/03/2017
4/308 Hampton St,Hampton,875500,2,2,1970,18/03/2017
30 James Cr,Hampton,950000,,,,18/03/2017
6/63 Linacre Rd,Hampton,1400000,3,2,2000,18/03/2017
5b Ocean St,Hampton,1457500,3,2,,18/03/2017
16 Smith St,Hampton,2600000,5,4,1950,18/03/2017
3 Smith St,Hampton,1465000,2,1,,18/03/2017
407/427 Hampton St,Hampton,390000,,,,18/06/2016
70 Highett Rd,Hampton,1705000,5,2,1950,18/06/2016
5a James Cr,Hampton,1271000,,,,18/06/2016
11 Kerferd St,Hampton,1610000,3,1,,18/06/2016
21 Kerferd St,Hampton,1625000,,,,18/06/2016
4/32 Linacre Rd,Hampton,750000,2,1,1970,18/06/2016
58 Teddington Rd,Hampton,1320000,3,2,,18/06/2016
11 Conifer St,Hampton,896000,2,2,,19/11/2016
29 Grenville St,Hampton,1450000,3,2,,19/11/2016
1/3 Littlewood St,Hampton,898000,2,1,1970,19/11/2016
6 Valerian St,Hampton,1515000,4,2,1950,19/11/2016
107 Willis St,Hampton,2980000,5,3,2011,19/11/2016
4 Bayside Cr,Hampton,1405000,,,,22/05/2016
50 Holyrood St,Hampton,2200000,4,3,2000,23/04/2016
1/237 Hampton St,Hampton,500000,1,1,,24/09/2016
2/95 Thomas St,Hampton,1100000,3,2,1987,24/09/2016
2/442 Bluff Rd,Hampton,800000,2,1,,25/02/2017
53 Bridge St,Hampton,3325000,4,3,1997,25/02/2017
5/46 Fewster Rd,Hampton,691000,2,1,,25/02/2017
17/93 Highett Rd,Hampton,450000,2,2,2007,25/02/2017
1 Ivison Wy,Hampton,910000,,,,25/02/2017
3/56 Beach Rd,Hampton,738000,2,1,,26/07/2016
3/22 Holyrood St,Hampton,1140000,3,2,1999,26/07/2016
146b Ludstone St,Hampton,1350000,,,,26/07/2016
3/8 Alicia St,Hampton,500000,2,1,1970,27/06/2016
64 Earlsfield Rd,Hampton,1460000,4,3,1950,27/06/2016
10 Talbot St,Hampton,2800000,4,3,,27/06/2016
1/514 Bluff Rd,Hampton,820000,3,2,,27/11/2016
8 Lagnicourt St,Hampton,2410000,,,,27/11/2016
91A Linacre Rd,Hampton,915500,2,2,,27/11/2016
49 Service St,Hampton,1740000,4,3,1950,27/11/2016
136 Thomas St,Hampton,2450000,1,2,,27/11/2016
15 Avelin St,Hampton,1800000,4,2,1935,28/05/2016
2/22 Fewster Rd,Hampton,1105000,,,,28/05/2016
9a Field St,Hampton,1200000,,,,28/05/2016
146a Ludstone St,Hampton,1530000,,,,28/05/2016
41 Orlando St,Hampton,2160000,4,2,1940,28/05/2016
19a Swyer St,Hampton,1050000,,,,28/05/2016
17 Bayside Cr,Hampton,1880000,,,,28/08/2016
6 Highett Rd,Hampton,1800000,2,2,,28/08/2016
38 Orlando St,Hampton,2439500,3,2,1880,28/08/2016
52 Service St,Hampton,2250000,5,2,1925,28/08/2016
375b Bluff Rd,Hampton,1200000,,,,30/07/2016
18 Kanowna St,Hampton,2130000,4,2,1925,30/07/2016
20 Highbury Av,Hampton East,1525000,,,,3/09/2016
9/12 Bartlett St,Hampton East,400000,2,1,1960,4/03/2017
17a Leith Cr,Hampton East,640000,,,,4/06/2016
9 Widdop Cr,Hampton East,1081000,,,,4/06/2016
1/2 Cooke Av,Hampton East,525000,,,,6/08/2016
9 Summit Av,Hampton East,1297500,,,,6/08/2016
21a Lonsdale Av,Hampton East,1385000,,,,10/12/2016
1/13 Stonehaven Cr,Hampton East,1325000,,,,10/12/2016
2/17 Keiller St,Hampton East,475000,,,,11/02/2017
17 Wishart St,Hampton East,952000,3,2,,12/11/2016
1a Bartlett St,Hampton East,1335000,,,,13/08/2016
27 Charming St,Hampton East,1255000,3,2,,13/08/2016
2/55 Lonsdale Av,Hampton East,725000,,,,13/08/2016
10a Roydon St,Hampton East,1020000,2,2,,14/05/2016
33 Widdop Cr,Hampton East,1225000,,,,16/04/2016
24 Apex Av,Hampton East,939000,,,,18/03/2017
1/23 Wickham Rd,Hampton East,926000,2,2,1950,18/06/2016
4 Besant St,Hampton East,1070000,3,1,1970,19/11/2016
2/2 Flowerdale Rd,Hampton East,801000,2,1,1994,19/11/2016
1/1 Warland Rd,Hampton East,1000000,,,,22/05/2016
28 Roydon St,Hampton East,1150000,3,2,2005,22/08/2016
63 Lonsdale Av,Hampton East,1025000,,,,25/02/2017
4/332 South Rd,Hampton East,472000,2,1,2007,25/02/2017
31 Warland Rd,Hampton East,1471000,3,2,,25/02/2017
2a Evans Av,Hampton East,1270000,,,,26/07/2016
3 Besant St,Hampton East,830000,2,1,,27/06/2016
2/37 Highbury Av,Hampton East,522000,,,,27/06/2016
2 Harry St,Hampton East,1195000,3,1,,27/11/2016
11a Leith Cr,Hampton East,1150000,,,,27/11/2016
7 Seafoam St,Hampton East,1185000,4,3,,28/05/2016
29 Wickham Rd,Hampton East,1300000,3,2,1950,28/05/2016
18 Charming St,Hampton East,1416000,4,2,,28/08/2016
4 Dane Rd,Hampton East,1200000,4,2,2002,28/08/2016
1/4 Flowerdale Rd,Hampton East,865000,3,2,,28/08/2016
7 Summit Av,Hampton East,1300000,,,,28/08/2016
6 Randell Cr,Hampton East,1200000,,,,30/07/2016
6a Scott St,Hawthorn,1650000,4,2,2005,3/09/2016
49 Berkeley St,Hawthorn,5100000,3,2,,3/12/2016
4 Bowen St,Hawthorn,2670000,4,2,1905,3/12/2016
23 Elgin St,Hawthorn,1480000,3,1,,3/12/2016
25/510 Glenferrie Rd,Hawthorn,348000,1,1,1950,3/12/2016
23/146 Power St,Hawthorn,320000,1,1,,3/12/2016
9/69 Wattle Rd,Hawthorn,1189000,3,1,1969,3/12/2016
118/862 Glenferrie Rd,Hawthorn,610000,2,2,2014,4/03/2017
13/175 Power St,Hawthorn,575000,2,1,,4/03/2017
8/36 Power St,Hawthorn,600000,2,1,,4/03/2017
188e Riversdale Rd,Hawthorn,492000,1,1,1995,4/03/2017
16/5 Denham St,Hawthorn,891000,3,1,1970,4/06/2016
2/5 Finchley Ct,Hawthorn,806000,2,1,1930,4/06/2016
4 Lawes St,Hawthorn,1575000,,,,4/06/2016
23 Melville St,Hawthorn,1155000,2,1,,4/06/2016
7 Brook St,Hawthorn,2000000,3,2,1940,6/08/2016
6/107 Riversdale Rd,Hawthorn,500000,2,1,2007,6/08/2016
302/157 Burwood Rd,Hawthorn,350000,,,,7/05/2016
13/5 Denham St,Hawthorn,753000,2,1,1960,7/05/2016
7/21 Elphin Gr,Hawthorn,330000,1,1,1970,7/05/2016
14 Malmsbury St,Hawthorn,1420000,3,1,1890,7/05/2016
3/178 Auburn Rd,Hawthorn,780000,,,,7/11/2016
1/185 Auburn Rd,Hawthorn,956000,3,2,,7/11/2016
5/576 Glenferrie Rd,Hawthorn,418000,2,1,,7/11/2016
303/25 Lynch St,Hawthorn,495000,2,1,2014,7/11/2016
13/177 Power St,Hawthorn,525000,2,1,,7/11/2016
11/140 Riversdale Rd,Hawthorn,292000,1,1,1966,7/11/2016
10/28 Wattle Rd,Hawthorn,430000,2,1,,7/11/2016
4/205 Auburn Rd,Hawthorn,365000,1,1,1975,8/10/2016
