Address,Suburb,Price,Bedroom,Bathroom,YearBuilt,DateSold
13 Hubert Street,Guildford,795000,4,2,1900,2015
13 Hurstford Close,Peppermint Grove,1000000,1,1,1988,2010
13 Hutt Way,Gosnells,325000,3,2,2004,2020
13 Impressions Way,Singleton,485000,4,2,2006,2015
13 Indiana Parade,Singleton,799000,4,2,2009,2020
13 Ingvarson Way,Bibra Lake,445950,3,1,NULL,2019
13 Inverness Crescent,Menora,2000000,4,3,1930,2013
13 Inwood Place,Murdoch,870000,4,2,1984,2012
13 Isma Court,Mundijong,400000,3,2,1990,2008
13 Ivythorne Grove,Kiara,400000,3,1,1992,2015
13 James Road,Kalamunda,895000,5,3,1985,2019
13 James Street,Guildford,465000,2,1,1935,2016
13 Jenniphur Court,Atwell,452500,4,2,1996,2019
13 Jinda Road,Koongamia,275000,3,1,1959,2009
13 Jordan Street,Haynes,215000,5,1,2015,2014
13 Joshua Close,Bibra Lake,795000,5,3,2006,2018
13 Joudah Court,High Wycombe,412000,4,2,1993,2019
13 Judge Avenue,Claremont,929400,4,2,2003,2018
13 Kalara Road,Koongamia,380000,2,1,1958,2014
13 Karda Way,Bertram,440000,4,2,2006,2016
13 Kardan Circuit,Karawara,650000,4,2,2001,2020
13 Karinga Way,Harrisdale,515000,4,2,2015,2018
13 Kathleen Street,Bassendean,425000,3,2,2000,2019
13 Kelly Close,Parmelia,249000,3,1,1987,2017
13 Kempenfeldt Avenue,Sorrento,750000,3,1,1970,2018
13 Kennack Vista,Atwell,590000,4,2,1999,2020
13 Kershaw Gardens,Leeming,835000,5,2,1989,2019
13 Keystone Loop,Secret Harbour,360000,4,2,2006,2019
13 Killara Drive,Willetton,410000,3,1,1984,2020
13 Kilto Close,Ballajura,390000,4,2,1994,2019
13 Kingston Heath Mews,Jandakot,980000,5,2,2004,2015
13 Koolyanga Road,Mullaloo,491000,1,1,1975,2020
13 Kooralbyn Valley Crescent,Jandakot,812000,4,2,NULL,2015
13 Kulbardi Way,Harrisdale,455000,4,2,2009,2019
13 Kunzea Close,Maida Vale,640000,5,2,2003,2015
13 La Seyne Crescent,Warnbro,1050000,5,3,1996,2019
13 Lake Road,Champion Lakes,765000,4,2,1973,2014
13 Lanark Street,Menora,1320000,4,2,1959,2014
13 Landers Road,Lesmurdie,485000,4,1,1983,2018
13 Larundel Road,City Beach,1865000,5,3,1965,2017
13 Laurina Turn,Baldivis,320000,4,2,2012,2020
13 Leake Street,Forrestdale,410000,3,1,1970,2014
13 Lefroy Road,Mount Nasura,380000,3,1,1966,2014
13 Leslie Road,North Fremantle,1150000,3,2,2009,2020
13 Lewis Jones Cross,Stratton,395000,4,1,NULL,2015
13 Lifford Road,Floreat,1510000,4,2,1965,2019
13 Light Street,Shoalwater,445000,3,2,1967,2017
13 Limonite Court,Forrestfield,425000,4,2,1998,2019
13 Linthorn Crescent,Greenmount,592000,4,2,1986,2014
13 Lintonmarc Drive,Redcliffe,550000,4,2,2000,2017
13 Lofties Street,Forrestdale,335000,3,1,1975,2016
13 Lombadina Parade,Secret Harbour,693000,4,2,2005,2019
13 Lorrimar Place,Murdoch,790000,4,2,1986,2016
13 Lowan Loop,Karawara,460000,4,1,1977,2007
13 Lowannaa Road,Martin,485000,4,1,1980,2016
13 Lupin Way,Coogee,700000,4,2,1996,2019
13 Lyndhurst Crescent,Wellard,305000,3,2,2007,2019
13 MacHans Link,Burns Beach,721000,4,2,NULL,2018
13 Maley Street,Ashfield,430000,1,1,1993,2014
13 Mallard Avenue,Bibra Lake,675000,5,2,1985,2016
13 Manjimup Place,Gwelup,800000,4,2,1998,2019
13 Manxton Way,Lynwood,412000,4,1,1970,2019
13 Maple Street,Lathlain,868000,4,2,NULL,2016
13 Mapleton Drive,Yanchep,225700,3,2,NULL,2018
13 Mapstone Gardens,Murdoch,613000,4,2,1989,2011
13 Marble Road,Byford,355000,4,2,2013,2019
13 Mardella Street,Coolbinia,1100000,3,2,2013,2010
13 Marginata Parade,Jarrahdale,650000,4,2,2002,2013
13 Marradong Street,Coolbinia,810000,3,1,1956,2009
13 Marriott Road,Boya,399000,4,1,1988,2019
13 Marshall Way,Samson,560000,4,2,1985,2013
13 Marshwood Retreat,Bibra Lake,620000,4,2,1995,2019
13 Massey Way,Rossmoyne,1150000,5,3,2007,2014
13 Matthews Way,Stoneville,542000,4,1,1978,2016
13 Mauritius Court,Waikiki,255000,3,1,1997,2018
13 May Street,Bayswater,585000,2,1,1925,2020
13 Mcallister Way,Beechboro,365500,3,1,1979,2017
13 Mccallum Avenue,Daglish,1365000,3,2,1940,2020
13 McCoy Street,Melville,1235000,4,2,2007,2018
13 McGuiness Drive,Leeming,790000,5,2,1982,2018
13 McGuiness Turn,Wattle Grove,455000,4,2,2005,2017
13 Mckenzie Road,Samson,695000,4,2,1977,2008
13 Mears Way,Hilbert,225000,3,2,2015,2015
13 Melrose Crescent,Menora,2100000,4,2,1955,2009
13 Melville Street,Cottesloe,2100000,4,3,1905,2017
13 Merimbula Way,Secret Harbour,580000,4,2,2007,2020
13 Mettam Street,Trigg,1102000,3,1,1957,2017
13 Mileura Street,Golden Bay,529000,4,2,1990,2018
13 Millar Street,Beechboro,488000,4,2,1979,2018
13 Millington Street,Ardross,870000,4,2,1963,2020
13 Millstream Drive,Sawyers Valley,540000,4,2,2001,2012
13 Milroy Street,Willagee,585000,4,2,2000,2017
13 Mirabeau Mews,Bibra Lake,689000,4,2,2003,2016
13 Monaco Avenue,North Lake,610000,4,2,1989,2016
13 Monroe Turn,Success,640000,4,2,2003,2018
13 Mons Street,Ashfield,439000,3,1,1999,2011
13 Morrison Road,Woodbridge,405000,3,1,1974,2015
13 Munsie Avenue,Daglish,1150000,3,2,1935,2016
13 Nairn Road,Bickley,460000,5,2,1935,2005
13 Nandina Avenue,Mount Claremont,1155000,4,2,1995,2018
13 Nattai Court,Armadale,218000,3,1,1976,2019
13 Nectarine Way,Forrestfield,360000,4,2,2004,2019
13 Neumann Grove,Winthrop,1800000,4,3,2002,2015
13 Newfound Street,Secret Harbour,490000,4,2,2006,2020
13 Newry Street,Floreat,1785000,4,2,1946,2018
13 Ninth Road,Brookdale,373000,4,2,NULL,2015
13 Nolan Way,Bateman,797500,5,2,1974,2013
13 Norring Street,Cooloongup,260000,3,1,1980,2018
13 Northcote Street,Harrisdale,780000,4,2,2009,2018
13 Nurrari Close,Waikiki,325000,4,1,1992,2020
13 Nutcote Road,Banksia Grove,444500,4,2,2014,2017
13 Nuytsia Lane,Churchlands,1235000,4,2,2012,2019
13 Odell Street,Secret Harbour,345000,3,2,2006,2020
13 Old Brickworks Road,Byford,535000,4,2,1992,2020
13 Omagh Grove,Waterford,1300000,4,3,2009,2015
13 Orana Crescent,Brentwood,1250000,5,2,NULL,2012
13 Otram Way,Churchlands,1350000,5,3,1981,2018
13 Ottaway Street,Kelmscott,270000,4,2,1997,2017
13 Ozone Road,Marmion,1000000,4,2,2014,2012
13 Paddington Court,Bibra Lake,538000,4,2,1996,2016
13 Pardalote Road,Harrisdale,558000,4,2,2010,2018
13 Parkfield Boulevard,Bertram,375000,4,2,2004,2017
13 Parkfield Road,Kelmscott,250000,4,2,1976,2019
13 Pearce Court,Huntingdale,517000,4,2,2000,2016
13 Pedder Way,Parmelia,155000,3,1,1977,2015
13 Peggs Place,Leeming,855000,5,3,1989,2018
13 Piesse Way,Helena Valley,451000,3,2,2015,2015
13 Pinaster Street,Menora,720000,3,1,1965,2007
13 Pindari Road,Lesmurdie,565000,3,2,1975,2016
13 Pinnata Mews,Churchlands,1480000,4,2,2010,2016
13 Pinot Loop,Pearsall,455000,3,2,NULL,2016
13 Pivac Court,Kenwick,430000,4,2,1996,2015
13 Porter Gardens,Leda,290000,4,2,1990,2016
13 Portsea Gardens,Jandakot,625000,4,2,1998,2017
13 Potter Street,Huntingdale,430000,4,2,2000,2019
13 Powderbark Bypass,Kenwick,385000,4,2,1995,2018
13 Prince Regent Gate,Bertram,400000,4,2,NULL,2016
13 Princess Road,Doubleview,1060000,4,2,NULL,2020
13 Protea Court,Stoneville,549000,3,1,1989,2014
13 Protector Grove,Roleystone,750000,4,3,2008,2020
13 Province Road,Baldivis,345000,4,2,2011,2020
13 Provincial Mews,Bibra Lake,610000,4,2,2002,2016
13 Pulsano Mews,Secret Harbour,615000,5,2,2000,2020
13 Purves Way,Haynes,230000,4,1,1960,2001
13 Pyrmont Place,Greenmount,410000,6,2,2002,2019
13 Radford Place,Safety Bay,590000,4,2,1975,2017
13 Railway Crescent,Herne Hill,378000,3,1,1972,2013
13 Rason Parade,Bellevue,370000,3,1,2001,2014
13 Recreation Road,Kalamunda,1225000,3,1,1957,2019
13 Redfox Crescent,Huntingdale,400000,3,1,1987,2016
13 Redtingle Road,Camillo,215000,3,1,1980,2019
13 Redunca Close,Helena Valley,480000,4,2,1995,2017
13 Reliance Court,Waikiki,425000,4,2,1993,2019
13 Reveley Court,Samson,640000,4,2,1981,2013
13 Rhodes Crescent,Calista,330000,3,1,NULL,2013
13 Rickett Street,Haynes,185000,4,2,2014,2013
13 Riebe Avenue,Kewdale,616000,4,2,2006,2017
13 Rigoll Court,Mundijong,390000,3,1,1979,2014
13 Ripple Way,Bateman,903000,4,2,1969,2015
13 Risley Way,Carine,880000,4,2,1980,2016
13 Riverside Road,East Fremantle,1800000,3,2,1978,2018
13 Robin Street,Menora,1500000,4,2,1999,2014
13 Rocky Road,Wandi,460000,4,2,2015,2016
13 Roderick Close,Gosnells,240000,4,1,1982,2019
13 Rooney Street,Clarkson,342500,3,2,2015,2019
13 Rose Street,South Fremantle,1022500,3,1,NULL,2015
13 Rowan Place,Woodlands,1425000,4,2,1996,2018
13 Roxwell Way,Girrawheen,280000,3,1,1974,2018
13 Russell Road,Maida Vale,395000,4,2,NULL,2019
13 Sadlier Court,Stoneville,470000,4,2,1985,2016
13 Sain Road,Coogee,847000,4,2,2002,2017
13 Salen Court,Ardross,859000,4,2,1966,2017
13 Salisbury Road,Midvale,380000,5,2,1972,2012
13 Sapphire Crescent,Balcatta,550000,4,2,2001,2018
13 Sarah Ann Crescent,Warnbro,280000,3,1,1996,2018
13 Scott Street,Guildford,605000,3,1,1900,2015
13 Scythe Street,Willetton,567000,3,1,1989,2019
13 Seabreeze Avenue,Burns Beach,940000,4,2,NULL,2020
13 Selby Street,Armadale,206000,3,1,1975,2019
13 Sellen Court,Leeming,720000,4,2,1986,2018
13 Sellenger Avenue,Samson,480000,3,1,NULL,2012
13 Sessilis Crescent,Wattle Grove,500000,4,2,2009,2019
13 Seville Way,Aubin Grove,615000,4,2,NULL,2017
13 Sheaf Way,Harrisdale,420000,4,2,2012,2020
13 Sherbrooke Heights,Noranda,677000,4,2,2005,2016
13 Shipton Loop,Ashby,445000,3,2,2014,2014
13 Shirley Road,Walliston,467000,3,1,1969,2015
13 Sieber Road,Banksia Grove,450000,4,2,2016,2019
13 Silich Court,Mundijong,590000,4,2,NULL,2016
13 SIMONY Street,Brabham,420000,4,2,2013,2018
13 Singleton Beach Road,Singleton,400000,3,1,1959,2016
13 Slate Way,Eglinton,410000,3,2,2014,2015
13 Snowy Lane,Hilbert,300000,3,2,NULL,2015
13 Solandri Bend,Banksia Grove,455000,3,2,2014,2017
13 Sonnet Close,Woodlands,1345000,4,3,2011,2016
13 South Street,South Fremantle,1205000,3,2,1921,2017
13 Sowden Drive,Samson,685000,4,2,1989,2013
13 Springbrook Chase,Aubin Grove,622500,4,2,NULL,2016
13 St Michaels Court,Cooloongup,346000,4,2,1990,2016
13 Stewartby Crescent,Viveash,374000,3,1,1969,2017
13 Stoneman Street,Karrinyup,1120000,5,2,2000,2019
13 Strelley Road,Golden Bay,447000,4,2,NULL,2019
13 Stringybark Drive,Forrestfield,422000,4,1,1977,2020
13 Stubbs Terrace,Daglish,1060000,2,1,1938,2010
13 Success Crescent,Salter Point,1430000,4,2,1960,2017
13 Summerfield Road,Serpentine,610000,4,2,1990,2018
13 Summershill Gate,Kenwick,390000,4,2,NULL,2019
13 Swanson way,Secret Harbour,550000,4,2,NULL,2019
13 Sweeting Street,Woodlands,1647500,4,2,1967,2017
13 Swincer Way,Koondoola,440000,3,1,1976,2014
13 Tangadee Road,Golden Bay,392000,4,2,1985,2017
13 Tangerine Close,Seville Grove,335000,4,2,1993,2018
13 Tarner Court,Balga,392000,4,2,2000,2019
13 Teakdale Close,Safety Bay,345000,3,2,1989,2018
13 Templar Pass,Wattle Grove,620000,4,2,2007,2016
13 Temple Way,Piara Waters,613000,4,2,2010,2018
13 Tewson Road,Camillo,210000,3,1,1977,2018
13 Throssell Road,Greenmount,600000,3,1,1990,2017
13 Tivoli Drive,Stirling,920000,4,2,2009,2017
13 Trafalgar Place,Queens Park,498000,3,2,2010,2016
13 Trafalgar Road,Lesmurdie,450000,3,1,1970,2019
13 Tranquility Place,Maddington,375000,4,2,2005,2019
13 Treecrest Cove,Willetton,722500,4,2,2003,2019
13 Treetop Way,Mount Helena,650000,4,2,2003,2017
13 Tritonia Rise,Thornlie,475000,4,2,1995,2020
13 Trotman Court,Brookdale,279000,4,2,NULL,2018
13 Truslove Close,Willagee,565000,4,2,1998,2020
13 Tulum Approach,Iluka,1045000,4,2,2011,2017
13 Turnix Road,Gwelup,1050000,3,2,2016,2018
13 Turtle Point Cove,Jandakot,709000,5,3,1997,2016
13 Twelfth Road,Haynes,530000,2,1,1960,2009
13 Ulster Road,Floreat,1950000,4,3,2006,2019
13 Unicorn Street,Bertram,405000,4,2,2001,2016
13 Victoria Parade,Midvale,340000,4,2,1960,2012
13 Villiers Way,Parkwood,450000,4,2,NULL,2019
13 Vitis Chase,Ashby,265000,4,2,2015,2014
13 Waddell Road,Palmyra,1100000,5,3,1997,2020
13 Waltham Court,Bateman,890000,5,2,1985,2015
13 Walton Crescent,Mundijong,500000,4,2,1988,2006
13 Wangalla Road,Koongamia,207000,3,1,1959,2005
13 Wanliss Street,Jarrahdale,285000,2,1,1977,2013
13 Waterway Cove,Seville Grove,435000,4,2,1997,2017
13 Wattle Court,Mahogany Creek,660000,4,2,1993,2016
13 Wellard Road,Calista,352000,5,1,1968,2016
13 Wellman Street,Guildford,635000,4,1,1900,2015
13 Welsh Glen,Glen Forrest,840000,3,2,2003,2014
13 Westbourne Way,Lynwood,520000,5,1,1967,2014
13 Westland Place,Waterford,1438000,6,6,1996,2013
13 Westmorland Street,East Victoria Park,617500,3,1,1957,2018
13 Weston Street,Carlisle,610000,4,2,2005,2018
13 Weybridge Drive,Wellard,330000,4,2,2005,2018
13 Whistler Green,Brookdale,290000,4,2,1993,2013
13 Wilsmore Street,Daglish,1060000,4,2,1972,2014
13 Wilson Street,Wooroloo,337000,3,1,1961,2013
13 Winterbell Court,Churchlands,1215000,4,3,2002,2015
13 Winthrop Drive,Winthrop,770000,4,2,1986,2016
13 Wonil Way,Karawara,762000,3,2,2003,2020
13 Wood Court,Lesmurdie,540000,3,1,1987,2018
13 Woodard Road,Byford,400000,4,2,2014,2018
13 Woodland Place,Casuarina,99950,3,1,1998,1998
13 Woodlands Street,Menora,1150000,4,2,1957,2013
13 Yabera Road,Forrestfield,460000,4,2,2012,2020
13 Yalgoo Avenue,White Gum Valley,672500,3,1,NULL,2015
13 Zamia Street,Mount Claremont,1015000,4,1,1998,2020
13 Zedora Loop,Port Kennedy,385000,4,2,1999,2019
13/153 Sevenoaks Street,Cannington,273880,3,2,2004,2019
13/16 Coneflower Corner,Churchlands,935000,3,2,2011,2020
13/21 Anstey Street,Claremont,595000,2,1,1969,2018
13/26 Mangosteen Drive,Forrestfield,302000,3,2,2014,2018
13/40 Hollins Bend,Madeley,425000,3,2,2005,2017
13/5 Marsh Road,Mount Richon,390000,3,2,2014,2015
13/53 Holman Street,Alfred Cove,480000,2,1,NULL,2015
13/7 Barfield Road,Hammond Park,320000,3,2,2008,2020
13/9 MacDonald Road,Applecross,640000,3,2,NULL,2019
130 Broadway,Bayswater,625000,4,2,2014,2020
130 Bushmead Road,Hazelmere,480000,2,1,1951,2011
130 Calista Avenue,Calista,230000,3,1,1960,2019
130 Challenger Avenue,Parmelia,315000,5,3,2002,2017
130 Charles Riley Road,Trigg,822500,4,2,1969,2018
130 Clifton Crescent,Inglewood,585000,3,1,1992,2020
130 Coolgardie Avenue,Redcliffe,545000,3,1,1979,2016
130 Cordelia Avenue,Coolbellup,515000,3,2,1967,2016
130 Drake Street,Embleton,320000,2,1,1960,2020
130 Dunedin Street,Mount Hawthorn,1125000,3,3,1938,2018
130 Edward Street,Osborne Park,500000,3,2,1953,2019
130 Elizabeth Avenue,Mundaring,675000,4,2,1985,2019
130 Gay Street,Huntingdale,339000,4,2,2003,2018
130 Glen Iris Drive,Jandakot,880000,4,2,2000,2013
130 Jersey Street,Jolimont,1610000,4,2,2010,2020
130 John Farrant Drive,Gooseberry Hill,1356000,4,2,1999,2020
130 Liberty Drive,Clarkson,420000,4,2,2007,2019
130 Mariginiup Road,Mariginiup,130000,4,2,NULL,1993
130 Osprey Drive,Yangebup,390000,3,1,1986,2020
130 Penguin Road,Safety Bay,687500,4,2,1960,2019
130 Petra Street,Bicton,1580000,4,2,1980,2020
130 Roxburghe Drive,The Vines,900000,4,2,2010,2018
130 Scott Street,Boya,385000,3,1,1969,2016
130 Second Avenue,Eden Hill,440000,3,1,1992,2016
130 Spencer Road,Langford,360000,3,1,1975,2014
130 Waddington Crescent,Koondoola,407500,3,1,1976,2013
130 Willespie Drive,Pearsall,429000,3,2,2011,2015
130 Wright Road,Harrisdale,775000,4,2,2007,2017
1300 Coulston Road,Boya,485000,2,2,1967,2018
130A Watkins Street,White Gum Valley,800000,4,2,2010,2020
131 Calista Avenue,Calista,330000,3,1,1969,2014
131 Carosa Road,Ashby,470000,4,2,2005,2016
131 Castlecrag Drive,Kallaroo,1270000,5,3,1988,2019
131 Cedric Street,Stirling,719000,4,2,1985,2020
131 Comic Court Circuit,Darling Downs,900000,5,3,2002,2014
131 Dampier Avenue,Mullaloo,610000,4,2,1976,2018
131 Feast Road,Serpentine,676000,3,1,1985,2017
131 Gooseberry Hill Road,Gooseberry Hill,1140000,4,2,NULL,2020
131 Hale Road,Forrestfield,415000,3,1,1972,2020
131 Hampton Road,South Fremantle,710000,3,1,NULL,2018
131 Hardey Road,Glen Forrest,745000,4,2,1989,2015
131 Hope Street,White Gum Valley,728000,3,1,1950,2018
131 Lacey Street,East Cannington,355000,3,1,1964,2015
131 Lakey Street,Southern River,720000,4,2,2002,2017
131 Lissadell Street,Floreat,1254500,3,3,1950,2017
131 Loton Road,Millendon,233000,3,1,1973,1998
131 Milina Street,Hillman,255000,3,1,1984,2012
131 Milverton Avenue,Karrinyup,707000,4,2,1974,2020
131 Moulden Avenue,Yokine,578000,4,2,2003,2019
131 Naturaliste Boulevard,Iluka,795000,4,2,2004,2018
131 Newborough Street,Scarborough,717000,3,1,1963,2020
131 Nicholson Road,Shenton Park,1650000,3,1,1927,2020
131 Nicolas Drive,Casuarina,705000,3,2,1980,2014
131 North Road,Bedfordale,555000,3,1,1975,2020
131 Penguin Road,Safety Bay,650000,4,2,1960,2018
131 Pomeroy Road,Walliston,1150000,4,2,NULL,2013
131 Seacrest Drive,Sorrento,1110000,4,2,1995,2018
131 St Kilda Road,Rivervale,910000,4,2,2011,2018
131 Sulphur Road,Orelia,300000,3,1,1971,2016
131 Tapper Road,Banjup,1100000,3,1,2002,2015
1315 Alice Road,Mount Helena,650000,4,2,NULL,2018
1315 Margaret Road,Hovea,478000,3,1,1915,2006
1315 Sexton Street,Sawyers Valley,140000,4,2,2004,1996
1315 Stoneville Road,Mundaring,665000,4,2,2001,2014
131A Stock Road,Attadale,823000,4,2,NULL,2018
132 Aberdeen Street,Northbridge,980000,5,2,1910,2015
132 Albany Highway,Bedfordale,580000,4,2,1987,2020
132 Boomerang Road,Oldbury,1600000,4,2,2004,2011
132 Bullock Drive,Oakford,730000,4,2,2004,2017
132 Calista Avenue,Calista,345000,3,1,NULL,2012
132 Cammillo Road,Camillo,280000,3,1,NULL,2018
132 Dongara Circle,Jane Brook,455000,4,2,2006,2015
132 Holland Street,Wembley,905000,3,2,1948,2019
132 Jersey Street,Jolimont,815000,3,2,2016,2010
132 Newborough Street,Karrinyup,955000,4,2,1968,2020
132 Orchid Avenue,Bennett Springs,535000,4,2,1999,2014
132 Osmaston Road,Carine,493000,3,1,1976,2018
132 Paterson Street,Mundijong,140000,3,1,1995,2004
132 San Sebastian Boulevard,Port Kennedy,315000,4,2,2004,2019
132 Santa Barbara Parade,Quinns Rocks,535000,4,2,2002,2020
132 SHREEVE ROAD,Canning Vale,582500,4,2,NULL,2020
132 South Street,White Gum Valley,588000,3,1,1962,2018
132 Swan Street,Guildford,2250000,4,2,1890,2013
132 Willespie Drive,Pearsall,417000,3,2,2011,2016
132 Wood Street,Inglewood,900000,3,2,1950,2019
1320 Coppin Road,Mundaring,835000,4,2,2001,2014
1320 Lion Street,Mount Helena,480000,3,2,1975,2014
1325 McDowell Loop,Parkerville,835000,4,2,1999,2011
132A Arkana Road,Westminster,365000,3,2,1968,2020
132A Braemore Street,Armadale,202500,3,1,1978,2018
132A Fourth Avenue,Mount Lawley,801000,3,2,2011,2020
132B Eudoria Street,Gosnells,319000,3,2,2002,2020
132B Safety Bay Road,Shoalwater,290000,3,2,1992,2016
133 Altone Road,Beechboro,380000,3,1,1980,2017
133 Bindoon Loop,Huntingdale,450000,4,2,1995,2016
133 Calista Avenue,Calista,264500,4,1,NULL,2011
133 Carosa Road,Ashby,530000,4,2,2006,2014
133 Connemara Drive,Brigadoon,780000,4,3,2015,2017
133 Dianella Drive,Dianella,1375000,5,3,2013,2019
133 Epsom Avenue,Redcliffe,440000,3,2,2004,2016
133 Fendam Street,Warnbro,465000,4,2,NULL,2018
133 Glen Iris Drive,Jandakot,643000,4,2,2001,2019
133 Gwenyfred Road,Kensington,725000,2,1,1939,2014
133 Howick Street,Lathlain,872000,3,1,1959,2015
133 North Street,Swanbourne,2050000,3,1,1953,2015
133 Pectoral Promenade,Alkimos,351000,3,2,2016,2018
133 Shiraz Boulevard,Pearsall,430000,4,2,NULL,2018
133 Venturi Drive,Ocean Reef,924000,5,3,1988,2017
133 Vincent Road,Sinagra,469000,3,2,2014,2016
1330 Stevens Street,Mundaring,607500,5,3,1985,2019
133A Cape Street,Tuart Hill,565000,3,2,2000,2017
133A Hensman Street,South Perth,2000000,3,2,2010,2020
133A York Street,Bedford,575000,3,2,2000,2016
133C Bourke Street,Leederville,605000,3,2,1996,2018
133C Ninth Avenue,Inglewood,560000,3,2,2003,2018
134 Baltimore Parade,Merriwa,305000,4,2,2001,2015
134 Bournbrook Avenue,Cardup,295000,4,1,2015,2013
134 Broun Avenue,Embleton,360000,3,1,1963,2016
134 Bruns Drive,Darling Downs,760000,4,2,2006,2013
134 Burniston Street,Scarborough,702000,3,2,NULL,2020
134 Drabble Road,City Beach,1125000,4,2,1980,2019
134 East Road,Pearsall,475000,4,2,NULL,2020
134 Grand Ocean Boulevard,Port Kennedy,410000,4,2,1999,2020
134 Grove Road,Lesmurdie,775000,4,1,NULL,2020
134 Honeywood Avenue,Wandi,420000,3,2,2014,2017
134 Lakeside Drive,Helena Valley,700000,4,2,1998,2015
134 Leworthy Loop,Karragullen,320000,3,2,2007,2005
134 Merrit Loop,Jandakot,1200000,6,3,2013,2018
134 Moolanda Boulevard,Kingsley,505000,4,1,1981,2020
134 Queens Road,South Guildford,225000,3,1,1913,2016
134 Richardson Street,Serpentine,1160000,4,2,2007,2013
134 River Road,Hopeland,1400000,4,1,1988,2006
134 Rothesay Heights,Mindarie,675000,4,2,2000,2020
134 Scott Street,Boya,530000,3,2,2000,2014
134 Waddington Crescent,Koondoola,335000,4,1,1976,2017
134 Wungong South Road,Darling Downs,1050000,4,2,1995,2020
1345 Government Road,Wooroloo,440000,4,1,NULL,2017
1345 Hidden Valley Road,Parkerville,659000,3,3,1995,2013
1349 Rowley Road,Hilbert,510000,4,2,2012,2015
134A Gwenyfred Road,Kensington,547000,3,2,NULL,2018
134A Raleigh Street,Carlisle,445000,3,2,NULL,2018
134A Tower Street,West Leederville,960000,3,2,2001,2017
134b Watkins Street,White Gum Valley,800000,3,2,2015,2016
135 Bridgewater Drive,Kallaroo,720000,4,2,1978,2016
135 Broadway,Nedlands,1601000,3,1,1918,2017
135 Cammillo Road,Camillo,335000,3,1,1978,2014
135 Carosa Road,Ashby,505000,4,2,2004,2015
135 Coolgardie Avenue,Redcliffe,630000,3,2,1956,2015
135 Cumming Road,Oakford,820000,4,2,2014,2018
135 Duckpond Road,Oldbury,400000,5,2,1950,2003
135 Eddystone Avenue,Craigie,455000,4,1,1980,2018
135 Federation Street,Mount Hawthorn,1250000,4,1,1938,2017
135 Glengarry Drive,Duncraig,511000,3,1,NULL,2018
135 Lagoon Drive,Yanchep,399000,4,2,2004,2018
135 Leschenaultia Place,Chidlow,911000,6,2,1990,2014
135 Lion Street,Sawyers Valley,875000,5,2,2003,2014
135 Meadowbrook Ramble,Bullsbrook,907000,4,2,NULL,2018
135 Milina Street,Hillman,280000,4,1,1990,2012
135 Millhouse Road,Belhus,1267500,3,2,2001,2014
135 Mons Road,Hovea,642500,3,1,1920,2018
135 Mortimer Road,Casuarina,465000,4,2,1988,2004
135 Regency Drive,Thornlie,360000,4,2,1977,2018
135 Rochdale Road,Mount Claremont,1376000,3,1,1995,2019
135 Rosalie Street,Shenton Park,930000,3,2,NULL,2016
135 Sussex Street,East Victoria Park,622000,4,2,1990,2018
135 View Terrace,Bicton,730000,3,1,1950,2020
135 Waddell Road,Bicton,1195000,3,1,1959,2018
1350 Park Road,Hovea,157000,2,1,1950,1999
1351 Great Northern Highway,Upper Swan,80000,5,2,1940,1990
1355 Strettle Road,Glen Forrest,246000,3,2,NULL,2015
136 Angelo Street,South Perth,1190000,3,2,NULL,2020
136 Blackadder Road,Swan View,385000,3,2,1986,2017
136 Broun Avenue,Embleton,521000,2,1,1961,2015
136 Bushmead Road,Hazelmere,450000,3,1,1963,2016
136 Celeste Street,Eglinton,385000,3,2,2013,2016
136 Cortis Way,Langford,410000,3,1,1985,2016
136 Gardiner Road,Karragullen,1150000,4,2,1992,2006
136 Golf Links Drive,Carramar,520000,4,2,2005,2017
136 Goodwood Way,Canning Vale,560000,4,2,2001,2020
136 Honeywood Avenue,Wandi,531000,4,2,2014,2014
136 Marine Terrace,Marmion,680000,4,2,1976,2011
136 Park Street,Henley Brook,1100000,5,4,1980,2019
136 Parkway Road,Bibra Lake,680000,5,2,2006,2017
136 Pine Crest Way,Gnangara,205000,4,2,2001,2004
136 Rochdale Road,Mount Claremont,695000,6,2,1958,2018
136 Shakespeare Street,Mount Hawthorn,955000,2,1,1936,2020
136 St Stephens Crescent,Tapping,540000,4,2,2005,2017
136 Third Avenue,Mount Lawley,890000,3,1,1945,2019
1363 Rowley Road,Hilbert,395000,4,2,2014,2020
136A Gwenyfred Road,Kensington,915000,3,2,2013,2016
136A Waddell Road,Bicton,955000,4,3,2003,2017
137 Aldersea Circle,Clarkson,330000,3,1,1994,2019
137 Anzac Terrace,Bassendean,615000,3,1,2014,2020
137 Bennett Springs Drive,Bennett Springs,465000,3,2,2008,2016
137 Blackadder Road,Swan View,409000,4,2,1988,2019
137 Bradford Street,Coolbinia,1310000,4,2,1950,2019
137 Carosa Road,Ashby,382500,3,2,2006,2018
137 Churchill Avenue,Subiaco,990000,3,1,1913,2018
137 Clyde Avenue,Baldivis,505000,4,2,2013,2020
137 Gibbs Street,East Cannington,440000,5,3,1985,2016
137 Great Northern Highway,Middle Swan,490000,3,2,2011,2016
137 Hartfield Road,Forrestfield,355000,3,1,1981,2020
137 Honeywood Avenue,Wandi,495000,3,2,2013,2019
